name,address,website,contain_keyword,phone_number,reviews_count,reviews_average
Jadi Jaya Printing,"Jl. Muwardi No.38-39 9, RT.11/RW.3, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,No,(021) 5656824,13,4.5
PT. Sinar Sukses Mandiri,"Ruko Sentra Latumenten Blok C No. 7-8, Jalan Prof. Dr. Latumenten Raya No. 50, RT.7/RW.1, Jelambar Baru, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,No,(021) 5605613,113,4.1
Victory Fung Garmen,,,No,0822-9897-9638,,
Spirit Komunika. CV,"JL. Muwardi Raya No. 29-30, Grogol, West Jakarta, RT.7/RW.2, Grogol, Grogol petamburan, West Jakarta City, Jakarta 11450",,,(021) 5606918,2,5.0
Kairos Digital Printing,"Jl. Muwardi II No.9A 14, RT.14/RW.3, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,(021) 29512197,2366,4.9
Zett Print,"Jl. Dr. Susilo I No.8, RT.4/RW.4, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,No,(021) 5673120,9,4.2
Mitra rezeki teknik,"Jl. Hadiah 1 No.5A 2, RT.2/RW.4, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,0896-3735-1869,1,5.0
ID Momen Beni,,,,0811-1818-356,,
Cera Craft,"Komplek Kav Polri, JL Hadiah II No. 16-E, Jelambar, West Jakarta, 11460, RT.3/RW.11, Jelambar, Grogol petamburan, West Jakarta City, Jakarta 11460",,,(021) 5608845,6,4.2
Hadi Printing,"No 28B, Jl. Muwardi II No.28B, RT.9/RW.2, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,0815-1460-5432,20,4.3
PT. Air Distribution Product Indonesia,"Komplek Grogol Permai Blok A No. 12, Jl. Latumenten Raya No. 19 RT.1/RW.7, Jelambar, Grogol petamburan, RT.1/RW.7, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,No,(021) 56969532,7,4.7
Grogol Inn PT,"Daan Mogot Rd No.79, RT.12/RW.13, West Cengkareng, Cengkareng, West Jakarta City, Jakarta 11730",k-vision.tv,Yes,(021) 5673523,4,4.0
Percetakan Matahari,"Jl. Muwardi No.45C 7, RT.11/RW.3, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,No,(021) 56960685,2,5.0
Alfa-X S. Parman,"Jl. Taman S. Parman, RT.7/RW.8, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,,338,4.6
Produsen Aneka Box Makanan CV. Sentosa Inti Prakasa,"Jl. Hadiah No.45 A/6, RT.10/RW.3, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,0852-1545-8019,1,5.0
mega prima 99,"Jl. Prof. DR. Latumeten II No.32, RT.13/RW.11, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,0856-1116-831,25,4.7
TM Agung Podomoro,"Jl. Letjen. S. Parman Kav.28, Tanjung Duren Selatan, Grogol, Petamburan APL Tower 43rd Floor, Podomoro City, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,No,(021) 29034567,60,4.6
BP Grogol PAM JAYA,"Dr. Makaliwe No.18c, RT.1/RW.5, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,,,
Waroeng Blackberry,"Jl. Dr. Makaliwe III No.108 7, RT.6/RW.8, Grogol, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,0816-4806-156,,
Document Plus Digital Printing,"Jl. Dr. Susilo III No.10, RT.7/RW.5, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,0816-567-021,227,4.2
Ego Pharmaceuticals (Indonesia),"Grand Slipi Tower Lt.9, Jl. Letjen S. Parman No.Kav 22-24 Unit G, RT.1/RW.4, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",egopharm.com,Yes,(021) 8066900,,
Mychael Go,"Raya Jl. Mandala Utara No.10, RT.2/RW.2, Tomang, Grogol petamburan, West Jakarta City, Jakarta 11440",,No,,1,5.0
Fotoku,"Jl. Dr. Susilo Raya No.341B, RT.5/RW.5, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,(021) 56940866,60,4.7
Tempura Sukses Makmur,,,,0859-2145-8092,,
Lucretia by selli,"Jl. Dr. Susilo IIE No.99A, RT.3/RW.4, Grogol, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,0896-9769-6761,,
Zyrex - PT Zyrexindo Mandiri Buana,"Sebelah Superindo, Superindo Daan Mogot, Jl. Raya Daan Mogot No.59, RT.5/RW.1, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",zyrex.com,Yes,,105,4.0
PT Sentral Teknologi Indonesia,"Jl. Kyai Tapa No.9A, RT.10/RW.10, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,,2,5.0
Warna Bintang Kreasi. PT,"The Bellezza Office Tower OF9 floor 10 Jakarta, Jl. Arteri Permata Hijau A, RT.4/RW.2, North Grogol, Jakarta, South Jakarta City, Jakarta 12210",,No,(021) 53664835,2,5.0
Saegae Laras Media. PT,"RQRR+J82, RT.1/RW.7, Jelambar, Grogol petamburan, West Jakarta City, Jakarta 11460",,,(021) 5668422,,
WIJAYA PRINTING GROGOL,"Jl. Muwardi No.24B, RT.6/RW.4, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,,1,5.0
CMI Grogol Office,"Blok, Jl. Prof. Dr. Latumeten No.44 Blok A, RT.1/RW.7, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",asiapulppaper.com,Yes,(021) 5636551,2,5.0
CV.CENTRAL SUMBER KENCANA,"Jl. Semeru Raya No.: 18, RT.15/RW.7, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,(021) 56980784,,
Digital Dimensi Grogol,"Jl. Dr. Susilo Raya 22 A-B, RT.5/RW.5, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,No,0812-1155-2014,153,3.6
Karya Mandiri Sepakat. PT,"Perkantoran Grogol Permai Bl H/11, JL. Prof Dr Latumeten, Grogol Petamburan, Jakarta, 11460, RT.18/RW.5, Jelambar, Grogol petamburan, West Jakarta City, Jakarta 11460",,No,(021) 5679858,2,3.0
Putera Printing,"Jalan Dokter Makaliwe I No.6, RT.7/RW.6, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,0819-3275-1377,4,5.0
Pt. Cores Modern Innovation,,,No,0817-9399-988,,
WIDJI Digital Printing and Copy Centre,"Jl. Muwardi II No.43 7, RT.14/RW.2, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,(021) 5605105,60,3.9
arsadigital,,,No,0818-802-491,,
Rejeki Industri Kayu Indah,"Jl. Tanjung Duren Selatan No. 16 Tanjung Duren Selatan Grogol Petamburan Jakarta Barat DKI Jakarta, RT.12/RW.4, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,,(021) 5683130,,
Konveksi Partai,"Jl. Hadiah 2 No.25, RT.11/RW.3, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,No,0813-8266-7926,,
Prima Freshmart Grogol,"Jl. Dr. Susilo I No.18C 13, RT.13/RW.3, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,,98,4.4
Muwardi Printing,"Jl. Muwardi No.46 11, RT.11/RW.3, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,0857-1770-3369,13,4.2
Grogoll Permai,"Jl. Jelambar Q No.26, RT.4/RW.2, Jelambar Baru, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,,,
Saragih Jasa Buang Puing Jakarta,,,,0821-1294-9930,1,5.0
PT.CAHAYA MUDA KONTRUKSI (KANTOR),"Jl. Hadiah 2 No.1212, RT.1/RW.1, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,,,
Barlian Agung Putra UD,"Jl Dr Muwardi Raya Nomor 24 RT 011 Rw 03 Kelurahan Grogol Grogol Petamburan, Jakarta Barat DKI Jakarta, RT.8/RW.2, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450",,,(021) 5600429,,
Pt infateck newk solusin,"RQ8M+74M, RT.13/RW.7, North Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470",,,,,
Perkantoran Grogol Permai,"Jl. Prof. Dr. Latumeten No.D-27 1, RT.1/RW.7, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,,55,3.7
Grogol Permai SinarIndo,"Jl. Jelambar Baru II H No.27, RT.2/RW.6, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,,,
PERKANTORAN GROGOL PERMAI BLOK D,"Jl. Jelambar I No.27 Blok D, RT.1/RW.7, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,,7,1.9
Jasa Sablon & Press,,,,0812-6133-8813,,
Digital Nawasena,,,,,,
TaliQu I Lanyard Printing l Cetak Lanyard Printing l Cetak ID Card,"Jl. Hemat No.2B, RT.5/RW.3, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,No,0818-0617-0537,17,4.9
PT.AAA Greencell,"Jl. Raya Daan Mogot KM.1 No.9B, RT.8/RW.4, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",,,,,
Cahaya Digital,,,,0822-8011-7811,,
PT GrowNow Digital Indonesia,"Jl. Taman S. Parman No.1B, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440",,,,2,5.0
Padigiling Catering Jakarta,"Jl. Jelambar Madya Barat IV, Jelambar, Kec. Grogol petamburan, Jakarta, Daerah Khusus Ibukota Jakarta 11460",,,0812-3020-577,20,4.8
PT. Vneu Teknologi Indonesia,"Jl. Raya Kby. Lama No.557 C 6, RT.6/RW.1, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",,No,0811-9003-077,8,4.8
Delos,"Jl. Kebayoran Baru No.88 4, RT.4/RW.7, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120",delos.co.id,Yes,0812-9088-8998,,
Metiska Farma,"Jl. Raya Kby. Lama No.557, RT.6/RW.1, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",metiska.co.id,Yes,(021) 7202351,52,4.7
SEMISOFT,"Jl. Simprug Garden I No.11 Blok W, RT.7/RW.3, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",semisoft.co,Yes,(021) 29393988,4,5.0
