name,address,website,contain_keyword,phone_number,reviews_count,reviews_average
PT. Mitra Bersama Solusitama,"Marigold, Royal Mediterania Garden Residences, Jl. Letjen S. Parman No.Kav.28 GF-01, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,,0812-1882-669,,
Leap Research,"SOHO Capital 19th Floor, Unit 01-09, Jl. Letjen S. Parman No.Kav. 28, RT.9/RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Jakarta, Daerah Khusus Ibukota Jakarta 11470",leap-research.co.id,Yes,0811-2555-327,,
Multico Buana Energy. PT,"JL. Tanjung Duren Barat, No. 10, Duri Kepa, Komplek Green Ville Maisonette Blok FA, RT.14/RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",multicoasia.com,Yes,(021) 56942223,3,4.7
GARUDA FOTO COPY 2,"Jl. Tanjung Duren Raya No.1, RT.10/RW.2, Tj. Duren Utara, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,,0819-1806-4437,3,3.3
Onero Solutions,"APL Tower, Central Park, Podomoro City, Letjen S. Parman St No.Kav 28 Lantai 16 Unit T9, Grogol petamburan, West Jakarta City, Jakarta 11470",onero.id,Yes,0811-9006-551,9,4.6
PT. Yofe Cipta Suksesindo,"Soho Capital 19th Floor Jakarta, RT.3/RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",ycsuksesindo.com,Yes,0815-1722-7202,1,5.0
Scalaris Makmur,"Jl. Tj. Duren Barat 1 No.1B 12, RT.12/RW.4, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,No,(021) 56943278,17,4.7
Rewash Laundry Tanjung Duren,"Jl. Tg. Duren Raya Lama No.5, RT.4/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,,,18,3.6
PT Multi Inovasi Utama,"Jl. Tanjung Duren Raya No.79 6, RT.6/RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,,(021) 25569053,1,5.0
PT Waskita Utama International,"Mediterania Garden Residence 2 Blok BB BM Jalan Tanjung Duren 9 15 5, RT.15/RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,,(021) 29206275,,
House Of Furikake,"Jl. Tanjung Duren Utara V No.6 6, RT.6/RW.3, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",,,,,
